Артикул	Наименование товара	Розничные	Оптовые	Дилерские	Спец.	Ед.изм.	
"01 Панели пластиковые. 01 Панели пластик ""Люкс"" 0,167 х 2,7 м,  цены в EUR"							
							
11121	Шланг гибкий нерж. П-М 1,00 м Bugatti	2,34	2,27	2,18	2,11	шт
11122	Шланг гибкий нерж. П-М 1,50 м Bugatti	3,05	2,94	2,84	2,74	шт
12163	Шланг гибкий П-М 0,30 м Bugatti	0,78	0,76	0,73	0,71	шт
12164	Шланг гибкий П-М 0,50 м Bugatti	0,91	0,88	0,86	0,85	шт
12178	Шланг гибкий П-М 0,70 м Bugatti	1,09	1,06	1,03	1,02	шт
12165	Шланг гибкий П-М 1,00 м Bugatti	1,33	1,28	1,26	1,24	шт
						
25 Радиаторы. 25 Электроводонагреватели,  цены в $						
						
12200	Эл. водонагреватель EO 30j	147,68	141,78	135,88	129,96	шт
12199	Эл. водонагреватель EOV 82	130,69	125,46	144,28	115,01	шт
						
26 Трубы и фитинги. 26 Водопровод Чехия,  цены в $						
						
12379	"Водопров. ДГ - переходник МРВ 16 х 1/2"""	1,25	1,18	1,15	1,12	шт
12380	"Водопров. ДГ - переходник МРВ 20 х 1/2"""	1,68	1,60	1,56	1,51	шт
12211	"Водопров. ДГ - переходник МРВ 20 х 3/4"""	1,68	1,60	1,56	1,51	шт
12217	"Водопров. ДГ - переходник МРВ 25х3/4"""	2,04	1,93	1,90	1,84	шт
12381	"Водопров. ДГ - переходник МРВ шип 16х1/2"""	1,26	1,19	1,16	1,13	шт
12212	"Водопров. ДГ - переходник МРВ шип 20х1/2"""	1,26	1,19	1,16	1,13	шт
12213	"Водопров. ДГ - переходник МРВ шип 20х3/4"""	1,75	1,67	1,63	1,58	шт
12214	"Водопров. ДГ - переходник МРВ шип 25х1/2"""	1,60	1,51	1,48	1,43	шт
12329	"Водопров. ДГ - переходник МРВ шип 25х3/4"""	1,60	1,51	1,48	1,43	шт
12349	"Водопров. ДГ - переходник МРВ шип 32х1"""	1,60	1,51	1,48	1,43	шт
12378	"Водопров. ДГ - переходник МРН 16 х 1/2"""	1,25	1,18	1,15	1,12	шт
12210	"Водопров. ДГ - переходник МРН 20 х 1/2"""	1,25	1,18	1,15	1,12	шт
12215	"Водопров. ДГ - переходник МРН 20х3/4"""	1,85	1,75	1,72	1,67	шт
12216	"Водопров. ДГ - переходник МРН 25х1/2"""	2,41	2,29	2,24	2,17	шт
12218	"Водопров. ДГ - переходник МРН 32х1"""	3,54	3,36	3,29	3,18	шт
12220	"Водопров. ДГ - переходник МРН шип 20х1/2"""	1,51	1,44	1,40	1,36	шт
12221	"Водопров. ДГ - переходник МРН шип 25х1/2"""	2,11	2,00	1,96	1,90	шт
12222	"Водопров. ДГ - переходник МРН шип 25х3/4"""	2,39	2,27	2,22	2,15	шт
12219	"Водопров. ДГ - переходник МРН шип 32х3/4"""	3,12	2,96	2,90	2,81	шт
12376	Водопров. заглушка d16	0,18	0,17	0,17	0,16	шт
12223	Водопров. заглушка d20	0,18	0,17	0,17	0,16	шт
12224	Водопров. заглушка d25	0,22	0,20	0,20	0,19	шт
12377	Водопров. заглушка d32	0,18	0,17	0,17	0,16	шт
12363	Водопров. колено d16, 45град.	0,22	0,20	0,20	0,19	шт
12364	Водопров. колено d16, 90град.	0,16	0,14	0,13	0,12	шт
12225	Водопров. колено d20 шип, 90град.	0,25	0,24	0,24	0,23	шт
12226	Водопров. колено d20, 45град.	0,22	0,20	0,20	0,19	шт
12227	Водопров. колено d20, 90град.	0,19	0,18	0,18	0,17	шт
12228	Водопров. колено d25 шип, 90град.	0,36	0,35	0,34	0,32	шт
12229	Водопров. колено d25, 45град.	0,32	0,31	0,30	0,29	шт
12230	Водопров. колено d25, 90град.	0,24	0,23	0,23	0,22	шт
12231	Водопров. колено d32, 45град.	0,47	0,44	0,44	0,42	шт
12232	Водопров. колено d32, 90град.	0,36	0,35	0,34	0,32	шт
12366	"Водопров. колено МРВ 16 х 1/2"", 90град."	1,52	1,45	1,42	1,37	шт
12233	"Водопров. колено МРВ 20 х 1/2"", 90град."	1,52	1,45	1,42	1,37	шт
12234	"Водопров. колено МРВ 20 х 3/4"", 90град."	2,20	2,09	2,05	1,98	шт
12235	"Водопров. колено МРВ 25 х 3/4"", 90град."	2,23	2,11	2,08	2,00	шт
12236	"Водопров. колено МРВ 32 х 1"", 90град."	3,67	3,49	3,42	3,30	шт
12365	"Водопров. колено МРН 16 х 1/2"", 90град."	1,52	1,45	1,42	1,37	шт
12237	"Водопров. колено МРН 20 х 1/2"", 90град."	1,73	1,64	1,61	1,56	шт
12350	"Водопров. колено МРН 20 х 3/4"", 90град."	2,20	2,09	2,05	1,98	шт
12238	"Водопров. колено МРН 32 х 1"", 90град."	4,38	4,15	4,07	3,94	шт
12382	"Водопров. колено наст. МРВ d16х1/2"""	0,22	0,20	0,20	0,19	шт
12239	Водопров. колено трехплоск-е 20 х 20 х 20, 3 х 90град.	0,40	0,37	0,36	0,35	шт
16883	"Водопров. кран прямоточный, d20 х 1,2"", вентиль"	4,40	4,18	4,10	3,97	шт
12383	Водопров. крепление один 16	0,22	0,20	0,20	0,19	шт
12373	Водопров. муфта d16	0,17	0,16	0,16	0,14	шт
12240	Водопров. муфта d20	0,17	0,16	0,16	0,14	шт
12241	Водопров. муфта d25	0,20	0,19	0,19	0,18	шт
12242	Водопров. муфта d32	0,29	0,26	0,26	0,25	шт
12244	"Водопров. наст-е колено д/перегородок МРВ 20 х 1/2"""	1,43	1,36	1,33	1,28	шт
12243	"Водопров. настенное колено МРВ 20 х 1/2"""	1,42	1,34	1,32	1,27	шт
12245	Водопров. перекрещивание PN 16 20 х 2,8	0,78	0,74	0,73	0,71	шт
12246	Водопров. перекрещивание PN 16 25 х 3,5	0,94	0,89	0,86	0,84	шт
12286	Водопров. перекрещивание PN 16 32 х 4,4	1,44	1,37	1,34	1,30	шт
12247	Водопров. перекрещивание PN 20 20 х 3,4	0,88	0,83	0,82	0,79	шт
12248	Водопров. перекрещивание PN 20 25 х 4,2	0,97	0,92	0,90	0,88	шт
12249	Водопров. перекрещивание PN 20 32 х 5,4	1,57	1,49	1,45	1,40	шт
12250	Водопров. пластик. зажим д/труб d20, одинарный	0,12	0,12	0,11	0,11	шт
12251	Водопров. пластик. зажим д/труб d25, одинарный	0,17	0,16	0,16	0,14	шт
12252	Водопров. пластик. зажим д/труб d32, одинарный	0,52	0,49	0,48	0,46	шт
12253	"Водопров. проходное настен-е колено МРВ 20 х 1/2"""	2,05	1,94	1,91	1,85	шт
12254	Водопров. прямое трубное соединение d20	2,58	2,45	2,40	2,32	шт
12255	Водопров. прямое трубное соединение d25	4,14	3,94	3,85	3,73	шт
12374	Водопров. редукция d20 / d16	0,18	0,17	0,17	0,16	шт
12256	Водопров. редукция d25 / d20	0,18	0,17	0,17	0,16	шт
12257	Водопров. редукция d32 / d20	0,28	0,25	0,25	0,24	шт
12258	Водопров. редукция d32 / d25	0,24	0,23	0,23	0,22	шт
12259	Водопров. редуцированная муфта d20 / d32	0,24	0,23	0,23	0,22	шт
12375	Водопров. редуцированная муфта d20/d16	0,24	0,23	0,23	0,22	шт
12260	Водопров. редуцированная муфта d25 / d20	0,24	0,23	0,23	0,22	шт
12371	"Водопров. тройник BJ с НГ 16 х 1/2"""	1,40	1,33	1,31	1,26	шт
12372	"Водопров. тройник BJ с НГ 16 х 3/4"""	1,40	1,33	1,31	1,26	шт
12261	"Водопров. тройник BJ с НГ 20 х 1/2"""	1,40	1,33	1,31	1,26	шт
12262	"Водопров. тройник BJ с НГ 20 х 3/4"""	1,40	1,33	1,31	1,26	шт
12367	Водопров. тройник d16	0,30	0,29	0,28	0,26	шт
12368	Водопров. тройник d20	0,30	0,29	0,28	0,26	шт
12263	Водопров. тройник d25	0,30	0,29	0,28	0,26	шт
12264	Водопров. тройник d32	0,58	0,55	0,54	0,53	шт
12265	Водопров. тройник d32 90град.	0,90	0,86	0,84	0,82	шт
12266	"Водопров. тройник MPB 20 х 1/2"""	1,50	1,43	1,39	1,34	шт
12267	"Водопров. тройник MPB 20 х 3/8"""	1,26	1,19	1,16	1,13	шт
12268	"Водопров. тройник MPB 25 х 3/4"""	2,33	2,21	2,16	2,09	шт
12269	"Водопров. тройник MPB 32 х 1"""	3,92	3,73	3,65	3,54	шт
12287	"Водопров. тройник MPH 20 х 1/2"""	2,59	2,46	2,41	2,33	шт
12270	"Водопров. тройник MPH 25 х 1/2"""	2,60	2,47	2,42	2,34	шт
12271	"Водопров. тройник MPH 25 х 3/4"""	2,98	2,82	2,76	2,68	шт
12370	Водопров. тройник редуцир-ный 20 х 16 х 20	0,32	0,31	0,30	0,29	шт
12369	Водопров. тройник редуцир-ный 20 х 20 х 16	0,32	0,31	0,30	0,29	шт
12272	Водопров. тройник редуцир-ный 20 х 25 х 20	0,32	0,31	0,30	0,29	шт
12273	Водопров. тройник редуцир-ный 25 х 20 х 20	0,55	0,53	0,52	0,50	шт
12274	Водопров. тройник редуцир-ный 25 х 20 х 25	0,35	0,34	0,32	0,31	шт
12275	Водопров. тройник редуцир-ный 25 х 25 х 20	0,38	0,36	0,35	0,34	шт
12276	Водопров. тройник редуцир-ный 25 х 32 х 25	0,53	0,50	0,49	0,47	шт
12277	Водопров. тройник редуцир-ный 32 х 20 х 25	0,58	0,55	0,54	0,53	шт
12278	Водопров. тройник редуцир-ный 32 х 20 х 32	0,58	0,55	0,54	0,53	шт
12279	Водопров. тройник редуцир-ный 32 х 25 х 32	0,58	0,55	0,54	0,53	шт
12280	Водопров. тройник редуцир-ный 32 х 32 х 25	0,65	0,61	0,60	0,59	шт
12351	Водопров. труба PN16 16 х 2,2	0,54	0,52	0,50	0,48	м.п.
12281	Водопров. труба PN16 20 х 2,8	0,64	0,60	0,59	0,58	м.п.
12282	Водопров. труба PN16 25 х 3,5	1,00	0,95	0,92	0,90	м.п.
12283	Водопров. труба PN16 32 х 4,4	1,63	1,55	1,52	1,48	м.п.
12352	Водопров. труба PN20 16 х 2,7	0,53	0,50	0,49	0,47	м.п.
12353	Водопров. труба PN20 20 х 3,4	0,77	0,74	0,71	0,68	м.п.
12354	Водопров. труба PN20 25 х 4,2	1,26	1,21	1,16	1,12	м.п.
12355	Водопров. труба PN20 32 х 5,4	1,87	1,81	1,74	1,67	м.п.
12284	Водопров. шаровой клапан d25 с рычагом неразборный	5,68	5,39	5,27	5,10	шт
12285	Водопров. шаровой клапан d32 с рычагом неразборный	7,98	7,58	7,42	7,18	шт
						
26 Трубы и фитинги. 26 Коленки,  цены в $						
						
11908	7711000020 Колено 90 D 20 мм	0,16	0,16	0,14	0,14	шт
11909	7711000025 Колено 90 D 25 мм	0,25	0,24	0,23	0,23	шт
11910	7711000032 Колено 90 D 32 мм	0,40	0,38	0,37	0,36	шт
11911	7711001020 Колено 45 D 20 мм	0,16	0,16	0,14	0,14	шт
11912	7711001025 Колено 45 D 25 мм	0,25	0,24	0,23	0,23	шт
11913	7711001032 Колено 45 D 32 мм	0,36	0,35	0,34	0,32	шт
11944	7771032254 Колено 90 с вн.резьбой D 32-1	4,18	3,97	3,89	3,77	шт
11945	7772020127 Колено 90 с вн.резьбой D 20-1/2	1,04	0,98	0,97	0,94	шт
11946	7772020191 Колено 90 с вн.резьбой D 20-3/4	1,60	1,52	1,49	1,44	шт
11947	7772025127 Колено 90 с вн.резьбой D 25-1/2	1,26	1,20	1,18	1,14	шт
11948	7772025191 Колено 90 с вн.резьбой D 25-3/4	1,73	1,64	1,61	1,56	шт
11949	7772120127 Колено 90 под штукатурку D 20-1/2	1,46	1,39	1,36	1,32	шт
11950	7773032254 Колено 90 с нар.резьбой D 32-1	5,74	5,45	5,34	5,17	шт
11951	7774020127 Колено 90 с нар.резьбой D 20-1/2	1,38	1,31	1,28	1,25	шт
11952	7774020191 Колено 90 с нар.резьбой D 20-3/4	1,58	1,50	1,46	1,43	шт
11953	7774025191 Колено 90 с нар.резьбой D 25-3/4	1,64	1,56	1,52	1,48	шт
						
26 Трубы и фитинги. 26 Муфты,  цены в $						
						
11914	7721000020 Муфта D 20 мм	0,11	0,11	0,11	0,10	шт
11915	7721000025 Муфта D 25 мм	0,16	0,16	0,14	0,14	шт
11916	7721000032 Муфта D 32 мм	0,26	0,25	0,24	0,24	шт
11936	7761002254 Муфта с вн. резьбой D 32-1	3,80	3,61	3,54	3,42	шт
11937	7762000127 Муфта с вн. резьбой D 20-1/2	1,06	1,01	0,98	0,96	шт
11938	7762000191 Муфта с вн. резьбой D 20-3/4	1,66	1,57	1,55	1,50	шт
11939	7763002254 Муфта с нар. резьбой D 32-1	4,58	4,36	4,26	4,13	шт
11940	7764020127 Муфта с нар. резьбой D 20-1/2	1,61	1,52	1,50	1,45	шт
11941	7764020191 Муфта с нар. резьбой D 20-3/4	1,74	1,66	1,62	1,57	шт
11942	7764025127 Муфта с нар. резьбой D 25-1/2	1,72	1,63	1,60	1,55	шт
11943	7764025191 Муфта с нар. резьбой D 25-3/4	1,86	1,76	1,73	1,68	шт
						
26 Трубы и фитинги. 26 Переходники, Мосты, Краны,  цены в $						
						
11904	7700120020 Мост D 20 мм	0,41	0,38	0,38	0,37	шт
11957	7700120025 Мост D 25 мм	0,70	0,66	0,65	0,64	шт
11905	7700120032 Мост D 32 мм	1,13	1,07	1,06	1,02	шт
11917	7722025020 Переходник D 25-20 мм	0,11	0,11	0,11	0,10	шт
11918	7722032020 Переходник D 32-20 мм	0,14	0,13	0,13	0,13	шт
11919	7722032025 Переходник D 32-25 мм	0,16	0,16	0,14	0,14	шт
11959	7733000020 Крепление 20 мм	0,05	0,05	0,05	0,05	шт
11960	7733000025 Крепление 25 мм	0,06	0,06	0,06	0,06	шт
11961	7733000032 Крепление 32 мм	0,10	0,10	0,10	0,10	шт
11954	7782020127 Кран под штукатурку D 20-1/2	4,58	4,36	4,26	4,13	шт
11955	7782025191 Кран под штукатурку D 25-3/4	4,84	4,60	4,50	4,36	шт
11956	7782032254 Кран под штукатурку D 32-1	7,38	7,01	6,86	6,65	шт
11962	8791020040 Сварочный комплект	173,62	164,94	161,47	156,26	компл
11963	8795020025 Перочинный нож 20-25	53,84	51,14	50,08	48,46	шт
11964	8795020040 Перочинный нож 32-40	73,42	69,74	68,28	66,08	шт
						
26 Трубы и фитинги. 26 Полибутиленовый водопровод и отопление,  цены в $						
						
10917	Автовоздухотводчик 1/2 GIA (GEOA 1S)	7,75	7,24	6,72	6,20	шт
10908	Болт М10 (710000)	0,22	0,19	0,18	0,17	шт
10918	Вестол ЗБК одност. 1/2х12-16 (202225)	2,89	2,70	2,51	2,32	шт
10914	Вестол ЗБК одност. 3/4х16-20 (203325)	4,79	4,46	4,15	3,83	шт
10922	Вестол терморег. 3/4х12-16 (G3212)	4,31	4,02	3,73	3,44	шт
11275	Гильза вспомогательная 15 HX 60/15	0,16	0,14	0,13	0,12	шт
11276	Гильза вспомогательная 22 HX 60/22	0,24	0,23	0,20	0,19	шт
16213	Гильза вспомогательная 28 HX 60/28	0,41	0,37	0,35	0,32	шт
10932	Колено HD 5/15	1,26	1,18	1,09	1,01	шт
10933	Колено HD 5/22	1,96	1,82	1,69	1,56	шт
16208	Колено HD 5/28	5,41	5,05	4,69	4,33	шт
10949	Колено с внутр. резьбой 15х1/2 HW 636/15	4,61	4,30	4,00	3,68	шт
10950	Колено с внутр. резьбой 22х3/4 HW636/22	4,61	4,30	4,00	3,68	шт
11274	Колено с внутр. резьбой HX9/15	4,45	4,16	3,86	3,56	шт
10940	Колено с лат. накидной гайкой HD27/15	2,53	2,36	2,20	2,03	шт
10948	Колено с нар. резьбой 15х1/2 HW635/15	4,61	4,30	4,00	3,68	шт
10906	Колено установ-е запрессов. 16х1/2 (31221100)	3,94	3,67	3,41	3,14	шт
10916	Коллектор R2 R (022012)	23,11	21,58	20,03	18,49	шт
11271	Кран д/горячей воды HX37H/15	5,86	5,46	5,08	4,68	шт
11269	Кран д/холодной воды HX36/15	8,23	7,69	7,14	6,59	шт
11270	Кран д/холодной воды HX36/22	10,13	9,46	8,77	8,10	шт
11272	Кран д/холодной воды HX37C/15	5,86	5,46	5,08	4,68	шт
11265	Кран курок спускной HX 32/15	2,68	2,50	2,32	2,14	шт
10904	Монтажная пластина двойная (700004)	1,54	1,43	1,33	1,22	шт
10905	Монтажная пластина одинарная (700003)	1,02	0,95	0,89	0,82	шт
10915	Нипель редукционный 3/4х1 (367022)	2,04	1,91	1,76	1,63	шт
11268	Ножницы HD 74	10,37	9,67	8,99	8,29	шт
11279	Обойма для демонтажа 15 HX79/15	0,24	0,23	0,20	0,19	шт
11280	Обойма для демонтажа 22 HX79/22	0,24	0,23	0,20	0,19	шт
10911	Опора неподв. одинарная 12-16 (740203)	1,24	1,15	1,07	0,98	шт
10920	Опора неподв. одинарная 20-25 (740403)	1,44	1,34	1,25	1,15	шт
10921	Скоба якорная д/пола (880000)	0,07	0,07	0,06	0,06	шт
10925	Соединение запресс. вкруч-ся 16х1/2 (24222100)	2,92	2,71	2,52	2,33	шт
10923	Соединение запресс. накручив-ся 20х3/4 (24331100)	5,50	5,12	4,76	4,39	шт
10946	Соединитель с внутр. резьбой 15х1/2 HX30/15	2,74	2,54	2,36	2,18	шт
10947	Соединитель с внутр. резьбой 22х3/4 HX30/22	3,41	3,18	2,95	2,72	шт
10944	Соединитель с нар. резьбой 15х1/2 HX31/15	2,74	2,54	2,36	2,18	шт
10945	Соединитель с нар. резьбой 22х3/4 HX31/22	3,41	3,18	2,95	2,72	шт
10934	Тройник HD 10/15	2,21	2,06	1,91	1,76	шт
10935	Тройник HD 10/22	2,81	2,62	2,44	2,24	шт
10995	Тройник HD 10/28	6,19	5,81	5,42	5,03	шт
10909	Тройник запресс. редукц-й 20х16х20 (32035232)	7,14	6,66	6,19	5,71	шт
10907	Тройник запресс. установ-й 16х1/2х16 (34221120)	5,82	5,44	5,04	4,66	шт
10913	Тройник редукц. 1х3/4х1 (327022)	3,06	2,86	2,65	2,45	шт
10924	Тройник редукц. 3/4х1/2х3/4 (325032)	2,32	2,16	2,00	1,85	шт
16211	Тройник редуц-й боковой HD12/22	2,72	2,54	2,36	2,18	шт
16212	Тройник редуц-й боковой верхний HD14/22	2,72	2,54	2,36	2,18	шт
10936	Тройник редуц-й верхний HD 13/22	2,89	2,70	2,51	2,32	шт
11267	Тройник установочный 15х1/2 HW627/15	5,94	5,54	5,15	4,75	шт
10901	Труба белая (100200) PEX-AL-PEX 12-16	1,50	1,40	1,30	1,20	м.п.
10903	Труба белая (100300) PEX-AL-PEX 16-20	2,15	2,00	1,86	1,72	м.п.
10912	Труба белая (100400) PEX-AL-PEX 20-25	3,66	3,42	3,17	2,93	м.п.
10928	Труба полибутиленовая Барьер HXX 25/15	1,48	1,37	1,27	1,18	м.п.
10929	Труба полибутиленовая Барьер HXX 25/22	2,63	2,45	2,28	2,10	м.п.
10926	Труба полибутиленовая Стандарт HXP 25/15	1,09	1,02	0,95	0,88	м.п.
10927	Труба полибутиленовая Стандарт HXP 25/22	2,21	2,06	1,91	1,76	м.п.
16207	Труба полибутиленовая Стандарт HXP 25/28	2,89	2,70	2,51	2,32	м.п.
10902	Труба синяя (150200) PEHD-AL-PEHD 12-16	1,38	1,28	1,20	1,10	м.п.
10910	Труба синяя (150300) PEHD-AL-PEHD 16-20	1,74	1,62	1,51	1,39	м.п.
11266	Уголок устан. 15х1/2 HX 6/15	5,14	4,79	4,45	4,10	шт
16214	Фиксатор пластм. одинарный 12-16	0,16	0,16	0,14	0,13	шт
16215	Фиксатор пластм. одинарный 16-20	0,18	0,17	0,16	0,14	шт
16216	Фиксатор пластм. одинарный 20-25	0,28	0,25	0,24	0,22	шт
11278	Фиксатор прикручиваемый HX65/22	0,19	0,18	0,17	0,16	шт
11277	Фиксатор прикручиваемый HX85/15	0,13	0,13	0,12	0,11	шт
10930	Фитинг простой HD 1/15	1,20	1,12	1,04	0,96	шт
10931	Фитинг простой HD 1/22	1,87	1,75	1,62	1,50	шт
16210	Фитинг простой HD 1/28	5,14	4,80	4,45	4,12	шт
16209	Фитинг редукционный HD2/28	3,64	3,38	3,14	2,90	шт
10943	Фитинг с лат. внутр. резьбой HX28/15	4,60	4,28	3,98	3,67	шт
10900	Фитинг с лат. внутр. резьбой HX28/22	5,34	4,97	4,62	4,26	шт
10899	Фитинг с лат. внутр. резьбой HX28/28	7,78	7,24	6,73	6,20	шт
10937	Фитинг с лат. накидной гайкой HD25A/15	2,92	2,71	2,52	2,33	шт
10938	Фитинг с лат. накидной гайкой HD25B/15	3,25	3,04	2,82	2,60	шт
10939	Фитинг с лат. накидной гайкой HD25B/22	3,41	3,18	2,95	2,72	шт
10941	Фитинг с лат. нар. резьбой HX29/15	4,45	4,16	3,86	3,56	шт
10942	Фитинг с лат. нар. резьбой HX29/22	5,65	5,28	4,90	4,52	шт
11273	Шина монтажная HX103	1,37	1,27	1,19	1,09	шт
						
26 Трубы и фитинги. 26 Теплоизоляция,  цены в $						
						
11975	"Теплоизоляция ""Полиизол"" 15х6"	0,24	0,22	0,22	0,20	шт
11971	"Теплоизоляция ""Полиизол"" 18х6"	0,26	0,24	0,23	0,22	шт
11976	"Теплоизоляция ""Полиизол"" 22х6"	0,32	0,30	0,29	0,28	шт
11972	"Теплоизоляция ""Полиизол"" 28х6"	0,44	0,42	0,41	0,40	шт
11973	"Теплоизоляция ""Полиизол"" 35х6"	0,58	0,56	0,53	0,50	шт
11977	"Теплоизоляция ""Полиизол"" 42х6"	0,68	0,64	0,62	0,60	шт
11974	"Теплоизоляция ""Полиизол"" 42х9"	0,86	0,82	0,80	0,76	шт
11887	"Теплоизоляция ""Полиизол"" 48-50х9"	2,46	2,36	2,27	2,17	шт
11888	"Теплоизоляция ""Полиизол"" 54х9"	2,77	2,66	2,56	2,45	шт
11886	"Теплоизоляция ""Полиизол"" 60х9"	3,11	2,99	2,87	2,75	шт
11885	"Теплоизоляция ""Полиизол"" 76х9"	3,56	3,42	3,29	3,16	шт
11967	Теплоизоляция TR. Mirelon 18х6	0,20	0,19	0,18	0,17	м.п.
11968	Теплоизоляция TR. Mirelon 22х6	0,25	0,24	0,23	0,22	м.п.
11969	Теплоизоляция TR. Mirelon 28х6	0,34	0,32	0,31	0,30	м.п.
11970	Теплоизоляция TR. Mirelon 35х6	0,41	0,40	0,38	0,37	м.п.
11129	Теплоизоляция TR. Mirelon 42х10	0,70	0,67	0,65	0,62	м.п.
11130	Теплоизоляция TR. Mirelon 60х10	0,25	0,24	0,23	0,22	м.п.
						
26 Трубы и фитинги. 26 Тройники,  цены в $						
						
11920	7741000020 Тройник 90 D 20 мм	0,20	0,19	0,19	0,18	шт
11921	7741000025 Тройник 90 D 25 мм	0,26	0,25	0,24	0,24	шт
11922	7741000032 Тройник 90 D 32 мм	0,61	0,58	0,56	0,55	шт
11923	7742202020 Тройник переходной D 25-20-20	0,30	0,29	0,28	0,28	шт
11924	7742202025 Тройник переходной D 25-20-25	0,35	0,34	0,32	0,31	шт
11925	7742302020 Тройник переходной D 32-20-20	0,48	0,46	0,44	0,43	шт
11926	7742302032 Тройник переходной D 32-20-32	0,56	0,53	0,52	0,50	шт
11927	7742302520 Тройник переходной D 32-25-20	0,40	0,38	0,37	0,36	шт
11928	7742302532 Тройник переходной D 32-25-32	0,52	0,49	0,48	0,47	шт
11929	7752300127 Тройник 90 с вн.резьбой D 20-1/2	1,19	1,13	1,10	1,07	шт
11930	7752300191 Тройник 90 с вн.резьбой D 20-3/4	1,66	1,57	1,55	1,50	шт
11931	7752302191 Тройник 90 с вн.резьбой D 32-3/4	2,63	2,50	2,45	2,36	шт
11932	7752305127 Тройник 90 с вн.резьбой D 25-1/2	1,51	1,44	1,40	1,36	шт
11933	7752305191 Тройник 90 с вн.резьбой D 25-3/4	1,90	1,80	1,76	1,72	шт
11934	7754000127 Тройник 90 с наруж. резьбой D 20-1/2	1,54	1,46	1,43	1,39	шт
11935	7754000191 Тройник 90 с наруж. резьбой D 20-3/4	1,73	1,64	1,61	1,56	шт
						
26 Трубы и фитинги. 26 Трубы,  цены в $						
						
11901	7700020020 Труба серая D 20 мм	0,88	0,84	0,82	0,79	м.п.
11902	7700020025 Труба серая D 25 мм	1,36	1,30	1,26	1,22	м.п.
11903	7700020032 Труба серая D 32 мм	2,20	2,09	2,05	1,98	м.п.
11906	7700120120 Труба армированная D 20 мм	1,66	1,57	1,55	1,50	м.п.
11958	7700120125 Труба армированная D 25 мм	2,30	2,18	2,14	2,08	м.п.
11907	7700120132 Труба армированная D 32 мм	3,34	3,17	3,11	3,01	м.п.
						
27 Инструмент. 27 Биты, отвертки S&R POWER,  цены в $						
						
11426	151010201 Бита, S&R POWER, РН 0х25мм	0,38	0,36	0,35	0,34	шт
11428	151010202 Бита, S&R POWER, РН 1х25мм	0,38	0,36	0,35	0,34	шт
11433	151010203 Бита, S&R POWER, РН 2х25мм	0,38	0,36	0,35	0,34	шт
11438	151010204 Бита, S&R POWER, РН 3х25мм	0,38	0,36	0,35	0,34	шт
11434	151010304 Бита, S&R POWER, РН 2х25мм тип-D	0,38	0,36	0,35	0,34	шт
11429	151010901 Бита, S&R POWER, РН 1х90мм	1,37	1,31	1,26	1,21	шт
11435	151010902 Бита, S&R POWER, РН 2х90мм	1,37	1,31	1,26	1,21	шт
11439	151010903 Бита, S&R POWER, РН 3х90мм	1,37	1,31	1,26	1,21	шт
11436	151011002 Бита, S&R POWER, РН 2х150мм	1,96	1,88	1,81	1,74	шт
11440	151011003 Бита, S&R POWER, РН 3х150мм	1,96	1,88	1,81	1,74	шт
11594	151020101 Бита, S&R POWER, PZ 1х25мм	0,38	0,36	0,35	0,34	шт
11441	151020102 Бита, S&R POWER, PZ 2х25мм	0,38	0,36	0,35	0,34	шт
11443	151020103 Бита, S&R POWER, PZ 3х25мм	0,38	0,36	0,35	0,34	шт
11442	151020402 Бита, S&R POWER, PZ 2х90мм	1,36	1,31	1,26	1,21	шт
11444	151020403 Бита, S&R POWER, PZ 3х90мм	1,36	1,31	1,26	1,21	шт
11445	151040103 Бита, S&R POWER, SL 4,0х25мм	0,38	0,36	0,35	0,34	шт
11447	151040105 Бита, S&R POWER, SL 4,5х25мм	0,38	0,36	0,35	0,34	шт
11446	151041203 Бита, S&R POWER, SL 4,0х90мм	1,36	1,31	1,26	1,21	шт
11448	151041205 Бита, S&R POWER, SL 4,5х90мм	1,36	1,31	1,26	1,21	шт
11449	151041206 Бита, S&R POWER, SL 5,0х90мм	1,36	1,31	1,26	1,21	шт
11427	151100501 Бита, S&R POWER, РН 1/SL4,5 60мм	0,78	0,76	0,72	0,70	шт
11432	151100502 Бита, S&R POWER, РН 2/SL 5,5 60мм	0,78	0,76	0,72	0,70	шт
11437	151100503 Бита, S&R POWER, РН 3/SL 7,0 60мм	0,78	0,76	0,72	0,70	шт
11431	151100603 Бита, S&R POWER, РН 2/РН 3 60мм	0,78	0,76	0,72	0,70	шт
11430	151101602 Бита, S&R POWER, РН 2/РН 2 60мм	0,78	0,76	0,72	0,70	шт
11451	151170108 Бита, S&R POWER, SW 6х65мм магнитный	2,94	2,83	2,72	2,62	шт
11452	151170109 Бита, S&R POWER, SW 7х65мм магнитный	2,94	2,83	2,72	2,62	шт
11453	151170110 Бита, S&R POWER, SW 8х65мм магнитный	2,94	2,83	2,72	2,62	шт
11454	151170111 Бита, S&R POWER, SW 10х65мм магнитный	2,94	2,83	2,72	2,62	шт
11455	151170113 Бита, S&R POWER, SW 12х65мм магнитный	3,13	3,01	2,90	2,78	шт
11456	"151210060 Бита, S&R POWER, Держатель бит 1/4"" 60мм"	3,13	3,01	2,90	2,78	шт
11457	"151211075 Бита, S&R POWER, Держатель бит 1/4"" 75мм"	3,91	3,77	3,62	3,48	шт
